Date 	 Name 	 ID 	 Gender 	 Appearance 	 Trial 	 Block 	 Bin 	 Condition 	 Category 	 Number 	 Valid 	 Keypress 	 Correct 	 RT 	 Realcorrect 	 Deadline 	 Timeout 	 Stimtrigger 	 Resptrigger 	 Fedtrigger 	WithinTime
9-Apr-13	sub2304	2304	1	0	122	2	2	3	3	5	0	2	1	0.27838	0	0.5	0	23	84	69	0
9-Apr-13	sub2304	2304	1	0	123	2	2	4	5	1	1	2	1	0.34571	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	124	2	2	1	6	4	1	2	0	0.46747	0	0.5	0	21	80	81	0
9-Apr-13	sub2304	2304	1	0	125	2	2	2	2	4	1	1	0	0.37633	0	0.5	0	22	80	81	0
9-Apr-13	sub2304	2304	1	0	126	2	2	6	1	4	0	2	0	0.28355	1	0.5	0	26	67	88	0
9-Apr-13	sub2304	2304	1	0	127	2	2	2	2	4	1	2	1	0.07665	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	128	2	2	5	4	1	0	1	0	0.04869	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	129	2	2	6	1	4	1	2	1	0.41195	1	0.5	0	26	65	66	0
9-Apr-13	sub2304	2304	1	0	130	2	2	4	5	1	1	1	0	0.0344	0	0.5	0	24	82	83	0
9-Apr-13	sub2304	2304	1	0	131	2	2	6	1	4	0	2	0	0.32689	1	0.5	0	26	67	88	0
9-Apr-13	sub2304	2304	1	0	132	2	2	5	4	1	0	1	0	0.31687	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	133	2	2	2	2	4	1	2	1	0.29257	1	0.5	0	22	60	61	0
9-Apr-13	sub2304	2304	1	0	134	2	2	6	1	4	1	2	1	0.2488	1	0.5	0	26	65	66	0
9-Apr-13	sub2304	2304	1	0	135	2	2	1	6	4	1	2	0	0.41253	0	0.4	1	21	80	51	0
9-Apr-13	sub2304	2304	1	0	136	2	2	4	5	1	1	1	0	0.32273	0	0.5	0	24	82	83	0
9-Apr-13	sub2304	2304	1	0	137	2	2	1	6	4	1	2	0	0.29636	0	0.5	0	21	80	81	0
9-Apr-13	sub2304	2304	1	0	138	2	2	5	4	1	0	1	0	0.47486	1	0.5	0	25	67	88	0
9-Apr-13	sub2304	2304	1	0	139	2	2	3	3	5	1	2	0	0.30044	0	0.5	0	23	82	83	0
9-Apr-13	sub2304	2304	1	0	140	2	2	4	5	1	1	2	1	0.31938	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	141	2	2	1	6	4	1	2	0	0.47494	0	0.5	0	21	80	81	0
9-Apr-13	sub2304	2304	1	0	142	2	2	4	5	1	1	2	1	0.2276	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	143	2	2	6	1	4	0	1	1	0.42039	0	0.5	0	26	87	68	0
9-Apr-13	sub2304	2304	1	0	144	2	2	6	1	4	0	1	1	0.47205	0	0.5	0	26	87	68	0
9-Apr-13	sub2304	2304	1	0	145	2	2	6	1	4	1	1	0	0.44818	0	0.5	0	26	85	86	0
9-Apr-13	sub2304	2304	1	0	146	2	2	4	5	1	1	2	1	0.02146	1	0.5	0	24	62	63	0
9-Apr-13	sub2304	2304	1	0	147	2	2	3	3	5	1	2	0	0.07643	0	0.5	0	23	82	83	0
